OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
3617,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_003,13.105522,80.252061,80.2520612,13.1055221,Half Full
3618,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_004,13.105545,80.251981,80.2519805,13.1055448,Half Full
3619,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_005,13.105555,80.252213,80.2522127,13.1055547,Full
3620,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_006,13.105548,80.251993,80.2519932,13.1055484,Full
3621,N06,N070,Jamaliya,Jamaliya,Perambur High Road Lane,G_W072_007,13.10552,80.252081,80.2520812,13.1055204,Full
3622,N06,N070,Pulianthope,Pulianthope,DR.AMBEDKAR COLLEGE ROAD,S_W072_001,13.105547,80.260939,80.2609393,13.1055469,Half Full
3623,N06,N070,Pulianthope,Pulianthope,DR.AMBEDKAR COLLEGE ROAD,S_W072_002,13.105795,80.260905,80.2609049,13.1057949,Full
3624,N06,N070,Pulianthope,Pulianthope,DR.AMBEDKAR COLLEGE ROAD,S_W072_003,13.103504,80.260872,80.2608717,13.1035039,Full
3625,N06,N071,Ayanavaram,Yekangipuram,Yekangipuram Main Street,S_W071_001,13.105194,80.244079,80.2440793,13.1051943,Half Full
3626,N06,N071,Ayanavaram,Yekangipuram,Yekangipuram Main Street,S_W071_002,13.105188,80.244102,80.2441016,13.1051877,Half Full
3627,N06,N071,Perambur,Mangalapuram,Krishnadoss Road,S_W071_001,13.102328,80.249751,80.2497512,13.1023278,Empty
3628,N06,N071,Perambur,Mangalapuram,Krishnadoss Road,S_W071_002,13.103321,80.247439,80.247439,13.1033212,Half Full
3629,N06,N071,Perambur,Mangalapuram,Krishnadoss Road,S_W071_003,13.1072,80.247704,80.247704,13.1072005,Half Full
3630,N06,N071,Perambur,Mangalapuram,Krishnadoss Road,S_W071_004,13.107257,80.247587,80.2475868,13.1072567,Full
3631,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_001,13.097803,80.249945,80.2499451,13.0978033,Empty
3632,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_002,13.097204,80.24357,80.2435695,13.097204,Full
3633,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_003,13.097862,80.25052,80.2505199,13.0978616,Full
3634,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_004,13.097832,80.250224,80.250224,13.0978319,Empty
3635,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_005,13.097249,80.247825,80.2478255,13.0972489,Full
3636,N06,N071,Ayanavaram,Otteri,Konnur High Road,S_W071_006,13.097091,80.244845,80.2448449,13.0970905,Full
3637,N06,N071,Ayanavaram,Otteri,Konnur High Road,G_W071_001,13.096955,80.245502,80.2455016,13.0969548,Full
3638,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi Main Road,S_W071_001,13.107082,80.245534,80.2455344,13.1070822,Full
3639,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi Main Road,S_W071_002,13.107031,80.2456,80.2455997,13.1070312,Full
3640,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi Main Road,S_W071_003,13.107079,80.245437,80.245437,13.107079,Half Full
3641,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi 2nd Street,S_W071_001,13.104935,80.246597,80.2465971,13.1049352,Half Full
3642,N06,N071,Perambur,Mangalapuram,Krishnadoss 1st Street,S_W071_001,13.102605,80.250619,80.2506188,13.1026045,Full
3643,N06,N071,Otteri,New Vazhma Nagar,Malayappan Street,S_W071_001,13.100451,80.250635,80.2506354,13.1004506,Empty
3644,N06,N071,Otteri,New Vazhma Nagar,Malayappan Street,S_W071_002,13.100435,80.250159,80.2501594,13.100435,Half Full
3645,N06,N071,Otteri,New Vazhma Nagar,Malayappan Street,S_W071_003,13.100275,80.248892,80.2488916,13.1002748,Empty
3646,N06,N071,Otteri,Otteri,Bashyam 3rd Street,S_W071_001,13.098456,80.249747,80.2497466,13.0984564,Half Full
3647,N06,N071,Otteri,Otteri,Bashyam 3rd Street,S_W071_002,13.098933,80.249751,80.2497511,13.0989325,Full
3648,N06,N071,Otteri,Otteri,Bashyam 3rd Street,S_W071_003,13.099558,80.249752,80.2497516,13.0995582,Full
3649,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi Lane,S_W071_001,13.107056,80.245551,80.2455507,13.1070559,Full
3650,N06,N071,Perambur,Mangalapuram,Chandrayogi Samadhi Lane,S_W071_002,13.1067,80.245345,80.2453451,13.1066997,Full
3651,N06,N071,Otteri,Otteri,Subbaraya Street,S_W071_001,13.098876,80.251048,80.2510482,13.0988755,Half Full
3652,N06,N071,Otteri,Otteri,Subbaraya Street,S_W071_002,13.098917,80.250621,80.2506208,13.098917,Full
3653,N06,N071,Perambur,Mangalapuram,Krishnadoss 4th Street,S_W071_001,13.098912,80.250997,80.2509967,13.0989116,Empty
3654,N06,N071,Otteri,Mangalapuram,Powden Street,S_W071_001,13.102521,80.252551,80.2525509,13.1025209,Full
3655,N06,N071,Ayanavaram,Railway Colony,PANANTHOPE RAILWAY COLONY 2ND. STREET,S_W071_001,13.101625,80.246939,80.246939,13.1016246,Full
3656,N06,N071,Ayanavaram,Railway Colony,PANANTHOPE RAILWAY COLONY 2ND. STREET,S_W071_002,13.104881,80.246575,80.2465748,13.1048813,Full
3657,N06,N071,Ayanavaram,Ayanavaram,PERAMBUR HIGH ROAD 1ST.CROSS STREET,G_W071_001,13.106187,80.242877,80.2428767,13.1061867,Empty
3658,N06,N071,Ayanavaram,Ayanavaram,RAJEEV GANDHI NAGAR(SLUM) EAST,S_W071_001,13.107145,80.247639,80.2476393,13.1071451,Empty
3659,N06,N072,Pulianthope,Decastor Road,Decastor Road 1st Street,S_W072_001,13.102254,80.263448,80.2634482,13.1022544,Half Full
3660,N06,N072,Pulianthope,Decastor Road,Decastor Road 1st Street,S_W072_002,13.102078,80.266693,80.266693,13.1020779,Full
3661,N06,N072,Pulianthope,Decastor Road,Decastor Road 1st Street,S_W072_003,13.102061,80.266687,80.2666869,13.1020606,Full
3662,N06,N072,Pulianthope,Decastor Road,Decastor Road 1st Street,S_W072_004,13.102134,80.265556,80.2655559,13.1021345,Half Full
3663,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_001,13.107295,80.266907,80.2669071,13.1072948,Full
3664,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_002,13.10729,80.266924,80.2669237,13.1072901,Full
3665,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_003,13.1073,80.266952,80.266952,13.1072998,Full
3666,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_004,13.107256,80.266895,80.2668953,13.1072559,Empty
3667,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_005,13.107235,80.266887,80.2668868,13.1072349,Full
3668,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_006,13.107204,80.266895,80.2668947,13.1072036,Full
3669,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,S_W072_007,13.107194,80.266893,80.2668927,13.1071943,Empty
3670,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_001,13.107195,80.266906,80.266906,13.1071951,Empty
3671,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_002,13.107196,80.266883,80.2668832,13.1071959,Half Full
3672,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_003,13.107183,80.266893,80.2668933,13.1071834,Full
3673,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_004,13.107262,80.266924,80.2669235,13.1072619,Full
3674,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_005,13.107264,80.266899,80.2668991,13.1072638,Half Full
3675,N06,N072,Pulianthope,Kannigapuram,Venkatesapuram New Colony Main Road,G_W072_006,13.107163,80.266853,80.2668532,13.1071633,Half Full
3676,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_001,13.107124,80.266873,80.2668728,13.1071236,Half Full
3677,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_002,13.107274,80.266951,80.2669512,13.1072737,Half Full
3678,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_003,13.107278,80.266944,80.2669442,13.1072783,Full
3679,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_004,13.107274,80.266955,80.2669546,13.1072739,Full
3680,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_005,13.107295,80.266907,80.2669071,13.1072948,Half Full
3681,N06,N072,Pulianthope,Pulianthope,Harness Saddle Factory Road,G_W072_006,13.10729,80.266924,80.2669237,13.1072901,Full
3682,N06,N072,Pulianthope,Kannigapuram,Brightons Road,S_W072_001,13.107567,80.262673,80.2626734,13.107567,Full
3683,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_004,13.104455,80.262892,80.2628918,13.1044546,Half Full
3684,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_005,13.104513,80.262876,80.262876,13.1045127,Half Full
3685,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_006,13.104551,80.262927,80.2629265,13.1045508,Empty
3686,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_001,13.104464,80.262947,80.262947,13.1044638,Full
3687,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_002,13.104471,80.262898,80.2628982,13.1044714,Full
3688,N06,N072,Pulianthope,J.J.Nagar,J.J.Nagar 7th Street,S_W072_003,13.104478,80.262903,80.2629035,13.1044783,Full
3689,N06,N073,Pulianthope,Pulianthope,Mannar Swamy Koil Street,S_W073_001,13.099818,80.261194,80.2611942,13.0998183,Full
3690,N06,N073,Pulianthope,Pulianthope,Mannar Swamy Koil Street,S_W073_002,13.100812,80.261359,80.2613587,13.100812,Full
3691,N06,N073,Pulianthope,Pulianthope,Mannar Swamy Koil Street,S_W073_003,13.101783,80.261573,80.2615729,13.101783,Full
3692,N06,N073,Pulianthope,Pulianthope,Ammiyanmal Street,S_W073_001,13.099905,80.263004,80.2630039,13.099905,Half Full
3693,N06,N073,Pulianthope,Pulianthope,Ammiyanmal Street,S_W073_002,13.100146,80.262982,80.2629819,13.1001456,Full
3694,N06,N073,Otteri,Pattalam,Strahans Road,S_W073_001,13.09756,80.256936,80.2569359,13.0975599,Half Full
3695,N06,N073,Otteri,Pattalam,Strahans Road,S_W073_002,13.097563,80.256912,80.2569116,13.0975627,Full
3696,N06,N073,Pulianthope,Pulianthope,Dr. Ambedkar College Rd,S_W073_001,13.102265,80.26048,80.2604796,13.102265,Full
3697,N06,N073,Pulianthope,Pulianthope,Thiruvenkata Swamy Street,S_W073_001,13.100282,80.26076,80.2607597,13.1002822,Full
3698,N06,N073,Pulianthope,Pulianthope,Thiruvenkata Swamy Street,S_W073_002,13.10078,80.260856,80.2608562,13.1007798,Half Full
3699,N06,N073,Pulianthope,Periyar Nagar,Periayer Nagar Main Road,S_W073_002,13.098571,80.266802,80.2668018,13.0985712,Full
3700,N06,N073,Pulianthope,Periyar Nagar,Periayer Nagar Main Road,S_W073_001,13.098574,80.266793,80.2667926,13.0985742,Empty
3701,N06,N073,Pulianthope,Periyar Nagar,Periayer Nagar Main Road,S_W073_003,13.098546,80.266746,80.2667464,13.0985459,Full
3702,N06,N073,Otteri,Otteri,Cooks Road,S_W073_001,13.103466,80.2529,80.2528996,13.1034656,Full
3703,N06,N073,Pulianthope,Pulianthope,Parthasarathy Street,S_W073_001,13.099546,80.265349,80.2653493,13.0995461,Empty
3704,N06,N073,Pulianthope,Pulianthope,Ramaswamy Street,S_W073_001,13.1004,80.261738,80.2617378,13.1003997,Empty
3705,N06,N073,Pulianthope,Pulianthope,Ramaswamy Street,S_W073_002,13.102327,80.262227,80.2622272,13.1023269,Full
3706,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_001,13.099483,80.254293,80.2542929,13.0994832,Full
3707,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_002,13.099029,80.2561,80.2560998,13.0990293,Full
3708,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_003,13.099461,80.254345,80.2543449,13.099461,Half Full
3709,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_004,13.098991,80.256149,80.2561486,13.0989908,Half Full
3710,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_005,13.099434,80.254555,80.2545554,13.0994343,Full
3711,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_006,13.098777,80.258111,80.2581105,13.0987768,Empty
3712,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_007,13.099991,80.252118,80.2521182,13.099991,Full
3713,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_008,13.099125,80.255575,80.2555748,13.0991245,Half Full
3714,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_009,13.098781,80.257805,80.2578049,13.0987806,Empty
3715,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_010,13.098742,80.258476,80.2584764,13.0987415,Full
3716,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_011,13.098866,80.257391,80.2573914,13.0988663,Full
3717,N06,N073,Otteri,Otteri,New Ferrance Road,S_W073_012,13.099999,80.252111,80.2521108,13.0999992,Half Full
3718,N06,N073,Pulianthope,Pulianthope,Natchiarammal Lane,S_W073_001,13.102152,80.263061,80.263061,13.1021525,Full
3719,N06,N073,Pulianthope,Pulianthope,Natchiorammal Street,S_W073_001,13.100287,80.262293,80.2622935,13.1002871,Full
3720,N06,N073,Pulianthope,Pulianthope,Natchiorammal Street,S_W073_002,13.100195,80.263004,80.2630036,13.1001954,Full
3721,N06,N073,Pulianthope,Pulianthope,Natchiorammal Street,S_W073_003,13.100198,80.262634,80.2626335,13.1001981,Full
3722,N06,N073,Pulianthope,Pulianthope,KARIMEDU GANDHI NAGAR(GREY NAGAR PALLAM),S_W073_003,13.098338,80.267369,80.2673688,13.0983382,Half Full
3723,N06,N073,Pulianthope,Pulianthope,KARIMEDU GANDHI NAGAR(GREY NAGAR PALLAM),S_W073_001,13.098377,80.267211,80.2672107,13.0983774,Empty
3724,N06,N073,Pulianthope,Pulianthope,KARIMEDU GANDHI NAGAR(GREY NAGAR PALLAM),S_W073_002,13.09855,80.266802,80.2668022,13.0985503,Half Full
3725,N06,N073,Otteri,Pattalam,PENSIONERS LANE,S_W073_001,13.099078,80.259284,80.2592838,13.0990777,Full
3726,N06,N074,Nammalwarpet,Nammalwarpet,Samypathan Street,S_W074_001,13.097057,80.243144,80.2431436,13.0970571,Half Full
3727,N06,N074,Nammalwarpet,Nammalwarpet,Samypathan Street,S_W074_002,13.095051,80.241673,80.241673,13.0950508,Full
3728,N06,N074,Nammalwarpet,Nammalwarpet,Trust Squre Street,S_W074_001,13.095907,80.242008,80.242008,13.0959069,Full
3729,N06,N074,Nammalwarpet,Nammalwarpet,Trust Squre Street,S_W074_001,13.09674,80.242047,80.2420475,13.0967398,Full
3730,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 1st  St.,S_W074_001,13.08984,80.24177,80.24177,13.0898397,Empty
3731,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 1st  St.,S_W074_001,13.08883,80.242445,80.2424447,13.0888296,Full
3732,N06,N074,Nammalwarpet,Nammalwarpet,Subrayan Main St. Lane,S_W074_001,13.094796,80.244643,80.2446434,13.0947955,Full
3733,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 2nd St.,S_W074_001,13.088788,80.243404,80.2434041,13.0887884,Empty
3734,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 2nd St.,S_W074_001,13.090035,80.244054,80.2440541,13.0900353,Full
3735,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 2nd St.,S_W074_002,13.089234,80.243706,80.2437065,13.0892343,Full
3736,N06,N074,Kilpauk,Secretariat Colony,Sivagamipuram (Barrakka Road),S_W074_001,13.092712,80.245268,80.2452675,13.0927119,Full
3737,N06,N074,Kilpauk,Secretariat Colony,Varadhammal Garden Main Road,S_W074_001,13.091563,80.245489,80.2454885,13.0915633,Empty
3738,N06,N074,Kilpauk,Secretariat Colony,Varadhammal Garden Main Road,S_W074_001,13.091566,80.245489,80.2454895,13.0915657,Full
3739,N06,N074,Kilpauk,Secretariat Colony,Varadhammal Garden Main Road,S_W074_002,13.09094,80.245259,80.2452588,13.0909401,Empty
3740,N06,N074,Kilpauk,Secretariat Colony,Varadhammal Garden Main Road,S_W074_003,13.090041,80.244635,80.2446353,13.0900406,Empty
3741,N06,N074,Ayanavaram,Ayanavaram,Medavakkam Tank Road,S_W074_001,13.094727,80.241302,80.2413022,13.0947269,Empty
3742,N06,N074,Ayanavaram,Ayanavaram,Medavakkam Tank Road,S_W074_002,13.094035,80.241096,80.2410963,13.0940352,Empty
3743,N06,N074,Ayanavaram,Ayanavaram,Medavakkam Tank Road,S_W074_003,13.094014,80.241125,80.2411246,13.0940142,Full
3744,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 4th  St.,S_W074_001,13.093646,80.243119,80.2431187,13.0936459,Full
3745,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 4th  St.,S_W074_002,13.093646,80.243119,80.2431187,13.0936459,Full
3746,N06,N074,Nammalwarpet,Nammalwarpet,Nallaiah Naidu Street,S_W074_001,13.094702,80.244936,80.2449357,13.0947022,Empty
3747,N06,N074,Nammalwarpet,Nammalwarpet,Pumping Station Road,S_W074_001,13.094274,80.246818,80.246818,13.0942742,Half Full
3748,N06,N074,Nammalwarpet,Nammalwarpet,Pumping Station Road,S_W074_002,13.094046,80.246849,80.2468492,13.0940456,Empty
3749,N06,N074,Nammalwarpet,Nammalwarpet,Pumping Station Road,S_W074_003,13.093558,80.246918,80.2469183,13.0935576,Half Full
3750,N06,N074,Nammalwarpet,Nammalwarpet,Sankarabathan Street,S_W074_001,13.096975,80.243728,80.2437275,13.096975,Full
3751,N06,N074,Nammalwarpet,Nammalwarpet,Sankarabathan Street,S_W074_001,13.094742,80.242696,80.2426955,13.0947423,Full
3752,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 3rd St.,S_W074_001,13.091413,80.243962,80.2439622,13.0914131,Full
3753,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 3rd St.,S_W074_002,13.091499,80.245466,80.2454664,13.0914991,Empty
3754,N06,N074,Kilpauk,Secretariat Colony,Secretariat Colony 3rd St.,S_W074_002,13.091554,80.245481,80.245481,13.0915536,Full
3755,N06,N074,Kilpauk,A.K. Sami Nagar,A.K. Sami Nagar 1st Street,S_W074_001,13.09276,80.243072,80.2430724,13.0927596,Half Full
3756,N06,N074,Kilpauk,A.K. Sami Nagar,A.K. Sami Nagar 1st Street,S_W074_002,13.092758,80.243132,80.2431322,13.0927577,Full
3757,N06,N074,Kilpauk,A.K. Sami Nagar,A.K. Sami Nagar 1st Street,S_W074_003,13.091131,80.242867,80.2428665,13.0911311,Full
3758,N06,N074,Kilpauk,A.K. Sami Nagar,A.K. Sami Nagar 7th  Street,S_W074_001,13.090317,80.242693,80.2426931,13.0903166,Full
3759,N06,N074,Nammalwarpet,Nammalwarpet,Subrayan Main Street,S_W074_001,13.094838,80.245253,80.2452535,13.0948385,Empty
3760,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_001,13.093603,80.243158,80.2431578,13.0936026,Half Full
3761,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_003,13.095701,80.244719,80.2447191,13.0957014,Full
3762,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_002,13.095537,80.246697,80.2466965,13.0955374,Empty
3763,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_005,13.095731,80.244743,80.2447426,13.0957313,Empty
3764,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_004,13.093646,80.243119,80.2431187,13.0936459,Half Full
3765,N06,N074,Nammalwarpet,Nammalwarpet,Chinnababu Street,S_W074_006,13.095547,80.246714,80.2467141,13.0955466,Full
3766,N06,N074,Nammalwarpet,Nammalwarpet,Othavadai St. Lane,S_W074_001,13.095725,80.243972,80.2439715,13.0957252,Half Full
3767,N06,N074,Kilpauk,A.K. Sami Nagar,Divan Bhadur Shanmugam Road,S_W074_001,13.092141,80.241244,80.2412436,13.092141,Empty
3768,N06,N074,Otteri,Tnscb,Otteri Dumping Ground Link Road,S_W074_001,13.096958,80.246841,80.2468415,13.0969583,Full
3769,N06,N074,Otteri,Tnscb,Otteri Dumping Ground Link Road,S_W074_002,13.094263,80.246776,80.246776,13.0942632,Empty
3770,N06,N074,Nammalwarpet,Nammalwarpet,Subrayan 1st Street,S_W074_001,13.097005,80.244566,80.2445661,13.097005,Full
3771,N06,N074,Nammalwarpet,Nammalwarpet,Subrayan 1st Street,S_W074_002,13.096539,80.244567,80.2445671,13.0965388,Empty
3772,N06,N074,Nammalwarpet,Nammalwarpet,Subrayan 1st Street,S_W074_003,13.096404,80.244811,80.2448107,13.0964037,Half Full
3773,N06,N074,Kilpauk,Secretariat Colony,New Secretariat Colony St. 2nd  Lane,S_W074_001,13.093347,80.241535,80.2415346,13.093347,Full
3774,N06,N074,Kilpauk,Secretariat Colony,New Secretariat Colony St. 2nd  Lane,S_W074_002,13.093047,80.242062,80.2420622,13.0930466,Half Full
3775,N06,N074,Nammalwarpet,Nammalwarpet,Reddy Colony,S_W074_001,13.094362,80.243467,80.2434669,13.0943616,Full
3776,N06,N074,Nammalwarpet,Nammalwarpet,Reddy Colony,S_W074_002,13.094354,80.243467,80.2434666,13.0943541,Half Full
3777,N06,N074,Nammalwarpet,Nammalwarpet,Chengalvarayan Street,S_W074_001,13.095043,80.241667,80.2416665,13.0950433,Full
3778,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,G_W074_001,13.090472,80.242749,80.2427494,13.0904719,Full
3779,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_001,13.08696,80.244198,80.2441978,13.0869604,Full
3780,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_001,13.088868,80.243402,80.2434024,13.0888677,Full
3781,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_001,13.087033,80.244185,80.244185,13.0870327,Full
3782,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_003,13.088863,80.243446,80.2434456,13.0888631,Full
3783,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_003,13.086761,80.244245,80.2442451,13.0867608,Full
3784,N06,N074,Kilpauk,Kilpauk,Medavakkam Tank Road,S_W074_003,13.086955,80.244219,80.2442189,13.086955,Half Full
3785,N06,N074,Nammalwarpet,Nammalwarpet,BARACCA ROAD 2ND ST. 1ST LANE ( UPPARAPALAYAM),S_W074_001,13.093596,80.243029,80.2430294,13.0935964,Full
3786,N06,N074,Nammalwarpet,Nammalwarpet,BARACCA ROAD 2ND ST. 1ST LANE ( UPPARAPALAYAM),S_W074_002,13.09358,80.243041,80.2430408,13.09358,Full
3787,N06,N074,Nammalwarpet,Nammalwarpet,KOUUNUR HIGH ROAD SLUM,S_W074_001,13.096948,80.246838,80.2468376,13.0969484,Full
3788,N06,N075,Otteri,Otteri,Venkatammal Samathi Street,S_W075_001,13.091415,80.251404,80.2514044,13.0914145,Full
3789,N06,N075,Otteri,Otteri,Venkatammal Samathi Street,S_W075_002,13.091471,80.253265,80.2532653,13.0914713,Full
3790,N06,N075,Otteri,Otteri,Chellappa Street,S_W075_001,13.096364,80.252607,80.2526074,13.0963639,Full
3791,N06,N075,Otteri,Otteri,Chellappa Street,S_W075_002,13.092177,80.25363,80.2536301,13.0921774,Full
3792,N06,N075,Otteri,Otteri,Chellappa Street,S_W075_003,13.092809,80.253437,80.2534367,13.0928094,Half Full
3793,N06,N075,Otteri,Otteri,Nakkiran Street,S_W075_001,13.093033,80.251576,80.251576,13.0930325,Full
